Country (mentioned),Review Date,Claim,Source,Label,Fact-checked Article,clean_claims,clean_claims_wsw
United States,"Mar 4, 2021",Covid-19 vaccines produce symptoms of breast cancer.,social media,0,https://www.newtral.es/doctores-de-eeuu-no-han-alertado-de-que-las-vacunadas-contra-la-covid-19-podrian-desarrollar-cancer-de-mama/20210304/,covid vaccines produce symptoms of breast cancer,covid vaccines produce symptoms breast cancer
United States,"Mar 3, 2021",Nuns contracted Covid-19 from Moderna vaccine,website,0,https://factcheck.afp.com/kentucky-monastery-covid-19-cases-not-evidence-vaccine-problems,nuns contracted covid from moderna vaccine,nuns contracted covid moderna vaccine
Canada,"Mar 3, 2021",Canada has ruled out the existence of the COVID-19 virus and it is impossible for it to spread outdoors,social media,0,https://www.newtral.es/bulo-medicos-verdad-canada-covid-19-coronavirus/20210303/,canada has ruled out the existence of the covid virus and it is impossible for it to spread outdoors,canada ruled existence covid virus impossible spread outdoors
United States,"Mar 3, 2021",Holiday gatherings caused a COVID-19 surge.,twitter,1,https://misbar.com/en/factcheck/2021/03/03/1-holiday-gatherings-and-covid-surge,holiday gatherings caused covid surge,holiday gatherings caused covid surge
Brazil,"Mar 3, 2021","Strange to say the least, Moinhos Hospital [de Vento] is empty! ",facebook,0,https://piaui.folha.uol.com.br/lupa/2021/03/03/verificamos-hospital-moinhos-superlotacao/,strange to say the least moinhos hospital de vento is empty,strange say least moinhos hospital de vento empty
Philippines,"Mar 3, 2021",Photo of Philippine Vice President Leni Robredo staging a Covid-19 vaccination stunt,facebook,0,https://www.rappler.com/newsbreak/fact-check/photo-leni-robredo-receiving-covid-19-vaccine-marikina-city,photo of philippine vice president leni robredo staging covid vaccination stunt,photo philippine vice president leni robredo staging covid vaccination stunt
Brazil,"Mar 3, 2021",Early treatment prevented deaths in Búzios.,flávio bolsonaro,0,https://projetocomprova.com.br/publica%C3%A7%C3%B5es/e-falso-que-buzios-zerou-casos-de-covid-pos-carnaval-gracas-a-tratamento-precoce/,early treatment prevented deaths in buzios,early treatment prevented deaths buzios
Portugal,"Mar 3, 2021","Images of the vaccination process against Covid-19 are being disseminated in Cascais, Mafra, Oeiras and Sintra. In the first three cases, wide spaces and a safe distance between people. In the latter case, a crowd of people outside a health center, with no minimum safety distance between them and in a situation of apparent confusion.",social media,2,https://poligrafo.sapo.pt/fact-check/vacinacao-covid-19-imagens-de-ajuntamento-a-porta-de-centro-de-saude-em-sintra-sao-autenticas,images of the vaccination process against covid are being disseminated in cascais mafra oeiras and sintra in the first three cases wide spaces and safe distance between people in the latter case crowd of people outside health center with no minimum safety distance between them and in situation of apparent confusion,images vaccination process covid disseminated cascais mafra oeiras sintra first three cases wide spaces safe distance people latter case crowd people outside health center minimum safety distance situation apparent confusion
Brazil,"Mar 3, 2021",Anvisa registers 26 new deaths due to vaccines in the last 24 hours.,website,0,https://politica.estadao.com.br/blogs/estadao-verifica/e-falso-que-anvisa-tenha-confirmado-mortes-por-vacina-de-covid-19-no-brasil/,anvisa registers new deaths due to vaccines in the last hours,anvisa registers new deaths due vaccines last hours
Argentina,"Mar 3, 2021",This video shows a woman convulsed by a corona vaccine,social media,0,https://factchecknederland.afp.com/deze-vrouw-met-stuiptrekkingen-niet-gevaccineerd-tegen-covid-19-een-andere-ziekte,this video shows woman convulsed by corona vaccine,video shows woman convulsed corona vaccine
Brazil,"Mar 3, 2021",501 people died after taking the Covid vaccine.,whatsapp,0,https://piaui.folha.uol.com.br/lupa/2021/03/03/verificamos-vacinas-covid-19-501-mortes/,people died after taking the covid vaccine,people died taking covid vaccine
Spain,"Mar 3, 2021","Victoria Abril: covid-19 is a plandemic, coronacircus, it represents few deaths, humans are guinea pigs",multiple sources,0,https://factuel.afp.com/attention-plusieurs-affirmations-de-lactrice-victoria-abril-au-sujet-du-covid-19-sont-fausses-ou,victoria abril covid is plandemic coronacircus it represents few deaths humans are guinea pigs,victoria abril covid plandemic coronacircus represents deaths humans guinea pigs
United States,"Mar 2, 2021",Only 9% of the $1.9 trillion American Rescue Plan is related to COVID-19 relief.,social media,0,https://www.usatoday.com/story/news/factcheck/2021/03/02/fact-check-breaking-down-spending-covid-19-relief-bill/6887487002/,only of the trillion american rescue plan is related to covid relief,trillion american rescue plan related covid relief
Brazil,"Mar 2, 2021","This is in Campo Grande, all bedding, for hospital beds, is stopped. For the dust that is here, it must be from the beginning of Covid, from last year, hospital protection material, everything stopped (...)",facebook,0,https://piaui.folha.uol.com.br/lupa/2021/03/02/verificamos-equipamento-hospitalar-ms/,this is in campo grande all bedding for hospital beds is stopped for the dust that is here it must be from the beginning of covid from last year hospital protection material everything stopped,campo grande bedding hospital beds stopped dust must beginning covid last year hospital protection material everything stopped
India,"Mar 2, 2021",Video of police thrashing COVID curfew violators in Amravati.,social media,0,https://www.factcrescendo.com/old-video-of-police-beating-people-in-lockdown-passed-off-as-recent-one/,video of police thrashing covid curfew violators in amravati,video police thrashing covid curfew violators amravati
India,"Mar 2, 2021",Video of police thrashing COVID curfew violators in Amravati.,social media,1,https://newsmobile.in/articles/2021/03/02/fact-check-2020-video-of-police-action-during-covid-19-curfew-in-amravati-shared-as-recent/,video of police thrashing covid curfew violators in amravati,video police thrashing covid curfew violators amravati
Argentina,"Mar 2, 2021",This woman suffered a seizure after being vaccinated against covid-19 in Argentina.,multiple sources,0,https://www.ellinikahoaxes.gr/2021/03/02/video-argentina-hospital-unrelated-to-covid-vaccine/,this woman suffered seizure after being vaccinated against covid in argentina,woman suffered seizure vaccinated covid argentina
Argentina,"Mar 2, 2021",This woman suffered a seizure after being vaccinated against covid-19 in Argentina.,multiple sources,0,https://factuel.afp.com/non-cette-video-ne-montre-pas-une-femme-convulser-apres-avoir-ete-vaccinee-contre-le-covid-19-en,this woman suffered seizure after being vaccinated against covid in argentina,woman suffered seizure vaccinated covid argentina
India,"Mar 2, 2021",Video of police thrashing COVID curfew violators in Amravati.,facebook,0,https://www.vishvasnews.com/viral/fact-check-an-old-video-of-covid-19-curfew-violation-in-amravati-shared-as-recent/,video of police thrashing covid curfew violators in amravati,video police thrashing covid curfew violators amravati
Russia,"Mar 2, 2021",Russian scientists discovered through an autopsy that COVID-19 is a bacterium.,social media,0,https://fakenews.pl/zdrowie/nie-sekcja-zwlok-nie-wykazala-ze-covid-19-nie-istnieje/,russian scientists discovered through an autopsy that covid is bacterium,russian scientists discovered autopsy covid bacterium
Poland,"Mar 2, 2021","A vaccine from AstraZeneca has caused adverse events in teachers in the province. Greater Poland, which resulted in 80 educational institutions suspending full-time classes.",website,0,https://demagog.org.pl/fake_news/80-szkol-zawiesilo-dzialalnosci-przez-szczepienia-fake-news/,vaccine from astrazeneca has caused adverse events in teachers in the province greater poland which resulted in educational institutions suspending full time classes,vaccine astrazeneca caused adverse events teachers province greater poland resulted educational institutions suspending full time classes
Poland,"Mar 2, 2021","A vaccine from AstraZeneca has caused adverse events in teachers in the province. Greater Poland, as a result of which 80 educational institutions suspended the stationary operation.",website,0,https://demagog.org.pl/fake_news/80-szkol-zawiesilo-dzialalnosci-przez-szczepienia-fake-news/,vaccine from astrazeneca has caused adverse events in teachers in the province greater poland as result of which educational institutions suspended the stationary operation,vaccine astrazeneca caused adverse events teachers province greater poland result educational institutions suspended stationary operation
India,"Mar 2, 2021",New COVID-19 vaccination guidelines of India,social media,1,https://factly.in/inaccurate-information-related-to-new-covid-19-vaccination-policy-is-being-shared/,new covid vaccination guidelines of india,new covid vaccination guidelines india
Poland,"Mar 2, 2021","“Witold Rogiewicz said on live that he would turn into a 5G antenna and apologized if he was not talkative because they were injecting him with autism. But much worse happened to him, he had convulsions and died. Repeat it over and over: ""it""s never the vaccine""s fault"" """,facebook,0,https://facta.news/fuori-contesto/2021/03/02/non-esistono-prove-che-legano-la-morte-del-dottor-witold-rogiewicz-al-vaccino-anti-covid-19/,witold rogiewicz said on live that he would turn into antenna and apologized if he was not talkative because they were injecting him with autism but much worse happened to him he had convulsions and died repeat it over and over it never the vaccine fault,witold rogiewicz said live would turn antenna apologized talkative injecting autism much worse happened convulsions died repeat never vaccine fault
