Country (mentioned),Review Date,Claim,Source,Label,Fact-checked Article
Russia,"May 7, 2021","There was a message on the Internet that ""Russia has become the first country in the world to conduct an autopsy (post-mortem) on Covid-19 corpses"".",whataspp,0,https://cekfakta.tempo.co/fakta/1362/keliru-rusia-tak-temukan-virus-di-hasil-autopsi-jenazah-covid-19
United States,"May 7, 2021","A fourth stimulus payment worth $2,000 per person will arrive by Memorial Day weekend",social media,0,https://www.usatoday.com/story/news/factcheck/2021/05/07/fact-check-congress-hasnt-approved-fourth-round-stimulus-checks/4990570001/
India,"May 7, 2021","Sadhguru Jaggi Vasudev""s message to sustain and cure the COVID-19 virus",social media,0,https://factly.in/this-purported-message-of-sadhguru-jaggi-vasudev-explaining-the-impacts-of-coronavirus-fears-is-fake/
India,"May 7, 2021",Video shows fake Covid-19 vaccination in India,multiple sources,1,https://factcheck.afp.com/video-vaccination-error-mexico-shared-1-posts-about-covid-19-surge-india
United States,"May 7, 2021",Two-year-old girl who had received the Pfizer vaccine only six days before dies,whatsapp,0,https://piaui.folha.uol.com.br/lupa/2021/05/07/verificamos-bebe-morreu-teste-pfizer/
India,"May 7, 2021",Photos show the Kumbh Mela festival in April 2021 before a COVID-19 surge hit India,facebook,1,https://verafiles.org/articles/vera-files-fact-check-old-photos-hindu-festival-used-mislead
India,"May 7, 2021",Entire 'Belur Math Ashram' Has been Converted To Covid Centre,social media,0,https://newsmobile.in/articles/2021/05/07/fact-check-no-the-entire-belur-math-ashram-has-not-been-converted-to-covid-centre-heres-the-truth/
Cuba,"May 7, 2021",The WHO gives a category of excellence to the Cuban Sovereign 2 vaccine against COVID-19,social media,0,https://piaui.folha.uol.com.br/lupa/2021/05/07/verificamos-oms-vacina-cubana/
Germany,"May 7, 2021",Every hospital that can occupy 75 percent utilization of its intensive care unit receives funding from the federal government,person,0,"https://www.br.de/nachrichten/deutschland-welt/intensivbetten-wie-corona-leugner-krankenhaeuser-diskreditieren,SWdiZps"
India,"May 7, 2021",Video shows villagers chasing away COVID testing and vaccination squads,multiple sources,0,https://factcheck.afp.com/indian-villagers-are-not-rebelling-against-covid-19-testing-social-media-video
Israel,"May 7, 2021",Israel is first COVID-free country,twitter,0,https://newsmeter.in/fact-check/isreal-is-not-first-covid-free-country-viral-claim-is-un2-677902
India,"May 7, 2021",PMSBY and PMJJBY provide 2 lakh coverage in case of death due to COVID-19,whatsapp,1,https://www.altnews.in/pmjjby-offers-coverage-against-covid-19-deaths-not-pmsby/
India,"May 7, 2021",Dead body on rickshaw picture shows recent condition of India,social media,1,https://www.boomlive.in/fact-check/2017-image-of-body-carried-in-a-cycle-rickshaw-in-uttar-pradesh-revived-amid-covid-wave-india-13057
India,"May 7, 2021","The photo of a cemetery in India is not of deaths from covid-19, but of a gas leak",social media,0,https://www.efe.com/efe/espana/efeverifica/la-foto-de-un-crematorio-indio-por-covid-es-real-no-tiene-relacion-con-una-fuga-gas/50001435-4531019
India,"May 7, 2021",The image of a supposed cemetery in India is from mass deaths caused by the pandemic,social media,0,https://maldita.es/malditobulo/20210507/imagen-muertes-masivas-fuga-gas-fallecidos-covid-19-india/
India,"May 7, 2021",Mass cremation during the soaring number of cases of Covid-19 infection in India,social media,0,https://factuel.afp.com/cette-photo-montre-bien-la-cremation-de-victimes-du-covid-19-en-inde
United States,"May 7, 2021",Tucker Carlson claims US government figures show the “apparent death rate” from Covid-19 vaccines.,person,1,https://factcheck.afp.com/tucker-carlson-misrepresents-government-data-covid-19-vaccines
Australia,"May 7, 2021",The Western Australian state government describes COVID-19 vaccines as poisons.,social media,1,https://www.aap.com.au/poison-post-delivers-dose-of-1-info-on-vaccine-safety/
India,"May 7, 2021",Video shows villagers chasing away COVID testing and vaccination squads,social media,0,https://www.animalpolitico.com/elsabueso/india-rechazaron-vacunas-covid-el-video-es-de-otro-incidente/
India,"May 7, 2021",The video of people assaulting police officers in India,facebook,1,https://facta.news/fuori-contesto/2021/05/07/questo-video-non-mostra-una-rivolta-del-popolo-indiano-contro-i-vaccini-anti-covid/
United States,"May 7, 2021",Ohio Surgeon Died Shortly After Receiving Second Shot Of Covid-19 Vaccine.,facebook,3,https://leadstories.com/hoax-alert/2021/05/fact-check-ohio-surgeon-did-not-die-shortly-after-receiving-second-shot-of-covid-vaccine.html
Switzerland,"May 6, 2021",Mortality in Switzerland increased after hydroxychloroquine ban,social media,0,https://www.aosfatos.org/noticias/e-falso-que-suica-teve-aumento-de-mortes-por-covid-19-apos-suspender-hidroxicloroquina/
India,"May 6, 2021",Video of man who is covid positive lying on ground with daughter crying is from West Bengal,social media,0,https://www.thequint.com/news/webqoof/video-of-daughter-trying-to-give-water-to-covid-positive-father-is-not-from-west-bengal
France,"May 6, 2021",The Ministry of Health has not released doses that are under negotiation. (...) 430 million [vaccine doses] are contracted,person,0,https://www.bol.uol.com.br/noticias/2021/05/06/cpi-da-covid-checagem-das-falas-do-ministro-da-saude-marcelo-queiroga.htm
Brazil,"May 6, 2021","""There was a different understanding from the president [about the effectiveness and extent of the use of chloroquine in the treatment of Covid-19], which was supported in the opinion of other professionals, even the Federal Council of Medicine, which at that time authorized the extension of the use""",person,2,https://piaui.folha.uol.com.br/lupa/2021/05/06/teich-cloroquina-cpi-da-covid/
Taiwan,"May 6, 2021","“Taiwan did 23,000 tests per million. Brazil made 217 thousand. These are data from today, from yesterday. So these places did little testing. So it’s not really the test that makes the difference, it’s the transmission control program, which the test is part of ”",person,1,https://piaui.folha.uol.com.br/lupa/2021/05/06/teich-cloroquina-cpi-da-covid/
Brazil,"May 6, 2021",The Ministry of Health has not released doses that are under negotiation 430 million [vaccine doses] are contracted,person,0,https://noticias.uol.com.br/confere/ultimas-noticias/2021/05/06/cpi-da-covid-checagem-das-falas-do-ministro-da-saude-marcelo-queiroga.htm
India,"May 6, 2021",In India this is the violent reaction of the local people due to the guarantees provided by health workers and law enforcement agencies. effectiveness of vaccines against Covid-19. ,facebook,0,https://facta.news/fuori-contesto/2021/05/06/questo-video-e-stato-girato-in-india-ma-i-vaccini-anti-covid-non-centrano/
Israel,"May 6, 2021",Israel is first COVID-free country,facebook,0,https://verafiles.org/articles/vera-files-fact-check-israel-not-yet-covid-19-free
Israel,"May 6, 2021",People in Israel no longer have to wear masks.,facebook,1,https://verafiles.org/articles/vera-files-fact-check-israel-not-yet-covid-19-free
France,"May 6, 2021",A consent form for performing saliva tests in schools is distributed to parents of students,social media,2,https://www.20minutes.fr/societe/3036515-20210506-coronavirus-oui-formulaire-facultatif-consentement-tests-salivaires-bien-remis-parents-eleves
United States,"May 6, 2021","On April 26, 2021, Washington, D.C., Mayor Muriel Bowser banned dancing at weddings in an effort to combat the COVID-19 pandemic.",social media,2,https://www.snopes.com/fact-check/dc-dancing-weddings-covid-19/
Canada,"May 6, 2021",Photo shows protestors marching against COVID-19 restrictions in Montreal.,facebook,0,https://www.boomlive.in/world/fake-news-montreal-anti-covid-19-restrictions-us-anti-gun-rally-13043
India,"May 6, 2021",Video shows villagers chasing away COVID testing and vaccination squads,social media,0,https://www.efe.com/efe/espana/efeverifica/no-expulsan-a-personal-de-vacunacion-un-pueblo-la-india-es-video-otro-incidente/50001435-4530146
United States,"May 6, 2021",Post-vaccination deaths reported to VAERS are caused by the vaccine,person,1,https://healthfeedback.org/claimreview/misinterpretation-of-vaers-database-leads-tucker-carlson-to-wrongly-suggests-that-covid-19-vaccines-are-linked-to-higher-mortality-on-fox-news/
India,"May 5, 2021",Video shows villagers chasing away COVID testing and vaccination squads,multiple sources,0,https://factual.afp.com/este-video-no-muestra-pobladores-indios-expulsando-vacunadores-contra-el-covid-19
India,"May 5, 2021",5G radiation is the cause behind the second wave of coronavirus pandemic in India,social media,0,https://newschecker.in/fact-check/claims-on-5g-testing-radiation-being-the-cause-of-indias-second-covid-19-wave-are-0/
India,"May 5, 2021","Huge amounts in donation pledged by Pawan Kalyan, Dhoni, Rohit Sharma, Hardik Pandya & AB De Villiers to purchase oxygen cylinders",social media,0,https://factly.in/these-celebrities-did-not-pledge-such-a-huge-amount-of-donations-in-the-fight-against-covid-19/
United States,"May 5, 2021","GENOCIDE in the U.S. Continues: 3,848 DEATHS 118,902 Injuries Following COVID Injections – Children Now being Reported as Dying Also",website,0,https://leadstories.com/hoax-alert/2021/05/fact-check-cdc-data-do-not-document-3848-deaths-from-covid-vaccines.html
Madagascar,"May 5, 2021",WHO offered $20 million to Madagascar President to put toxins in their COVID-19 remedy,person,0,https://dpa-factchecking.com/netherlands/210505-99-475518/
Brazil,"May 5, 2021","Because his guidance [Tedros], when he speaks we will test 100% of the world""s population, it would be unenforceable",person,0,https://piaui.folha.uol.com.br/lupa/2021/05/05/mandetta-vacinas-testagem-cpi-da-covid/
India,"May 5, 2021",Video shows villagers chasing away COVID testing and vaccination squads,multiple sources,0,https://factuel.afp.com/non-cette-video-ne-montre-pas-des-indiens-chasser-des-equipes-de-vaccination-contre-le-covid-19
Brazil,"May 5, 2021","""In May, after I left the Ministry, it is that the American pharmaceutical company Moderna began the first phase of human testing of its formula with mRNA technology""",person,0,https://piaui.folha.uol.com.br/lupa/2021/05/05/mandetta-vacinas-testagem-cpi-da-covid/
India,"May 5, 2021",Mass cremation during the soaring number of cases of Covid-19 infection in India,facebook,0,https://cekfakta.tempo.co/fakta/1358/keliru-klaim-ini-bukan-video-kremasi-jenazah-covid-19-di-india-tapi-korban-kebocoran-gas
Brazil,"May 5, 2021","From what I experienced at that time, we didn't even talk about chloroquine. [...] Actually, what happens? Day to day was an extremely intense day to day, because it was a very difficult time. Respirators were missing, PPE [personal protective equipment] was missing, deaths were increasing, cases were increasing. And it was a subject that did not come to me, in relation to the production of chloroquine .",person,1,https://www.bol.uol.com.br/noticias/2021/05/05/cpi-da-covid-teich-omite-distribuicao-de-cloroquina-e-reducao-de-compras.htm
India,"May 5, 2021",People using an oxygen concentrator should keep doors and windows open as it extracts oxygen from open air. It is harmful to shut the room and turn on AC while using a concentrator.,social media,0,https://www.indiatoday.in/fact-check/story/fact-check-is-it-safe-to-use-oxygen-concentrator-in-a-closed-room-1799021-2021-05-05
India,"May 5, 2021",Video shows villagers chasing away COVID testing and vaccination squads,youtube,0,https://www.20minutes.fr/societe/3035635-20210505-coronavirus-inde-villageois-chasse-equipes-vaccination-coups-pierre-video-detournee
India,"May 5, 2021","The cause of the oxygen crisis in India is leaking gas lines in hospitals, not the spike in Covid-19 cases",instagram,0,https://cekfakta.tempo.co/fakta/1357/sesat-penyebab-krisis-oksigen-di-india-bukan-covid-19-tapi-saluran-gas-rs-yang-bocor
United Kingdom,"May 5, 2021",There were no new daily Covid-19 cases reported in several UK nations and regions on April 29.,news media,0,https://fullfact.org/health/express-covid-map-makes-no-sense/
Japan,"May 5, 2021","""These cases from Manaus, this strain, it was captured [for the first time] in Japan, by six Japanese who visited Manaus and returned to Japan. Because we did not do the testing""",person,2,https://piaui.folha.uol.com.br/lupa/2021/05/05/mandetta-vacinas-testagem-cpi-da-covid/
China,"May 5, 2021","The online video said ""Chinese medicine teacher teaches self-rescue method for COVID-19: patients with hypoxemia, tapping the acupoints outside the chest (Zhongfu, Yunmen), can increase blood oxygen and treat new coronary pneumonia""?",social media,0,https://tfc-taiwan.org.tw/articles/5386
United Kingdom,"May 5, 2021",Professor Jonathan Van-Tam said that when Covid-19 is low in the community the risk of developing a blood clot for the under-30s increases.,news website,0,https://fullfact.org/health/covid-vaccine-blood-clots/
Europe,"May 5, 2021","Nearly 8,000 deaths from covid-19 vaccines have been reported in Europe",social media,0,https://www.efe.com/efe/espana/efeverifica/es-falso-que-las-vacunas-contra-la-covid-19-hayan-causado-8-000-muertes-en-europa/50001435-4528961
